name,latitude,longitude
Benzino's Crab Trap,33.7483203763986,-84.3911100178957
Gotta Have It,33.7504194,-84.3923586
The Cupcake Genie,33.7483100891113,-84.39111328125
Qúe Spicy Ribs & Fish,33.65185546875,-84.3940124511719
Subway Restaurants,33.749419,-84.3909898
Georgia Building Authority Coverdell Cafeteria,33.7477531,-84.389801
Holy Taco,,
Chick-fil-A,33.74983,-84.3864226
PushStart Kitchen,33.74832,-84.39111
Mama's Kitchen,33.7489954,-84.3879824
Tastee Truck,,
Silvia's,33.7489954,-84.3879824
Hibachi Grill,,
Hog Mountain BBQ,33.7489863,-84.3867658
Crepe Suzette,33.7489954,-84.3879824
Sno-Good Snoballs,33.74832,-84.39111
Yoli's Street Food,,
Sloppy Floyd Cafeteria,33.7497143745193,-84.3862176673503
Vegetable Husband,33.74622,-84.38776
My Dad's Caramels,,
Figs & Honey Catering,33.7796171,-84.4111112
Queens' Kernel Gourmet Popcorn,33.7483100891113,-84.39111328125
G Sisters Kettle Corn,,
Stellina Designer Confections,,
Confectioner's Counter,33.74832,-84.39111
The Healthy Nut,33.74622,-84.38776
Cami Cupcakes Creamery,,
Squash Blossom Kitchens,33.767757,-84.308693
Sir Francis Bacon,33.74832,-84.39111
Rouxd Food Truck,,
Original's Cakes and Catering,,
Sugar Mama's Cake and Catering,33.74832,-84.39111
Grady's American Grill,33.7489013671875,-84.3880996704102
2 Men and a Grill,33.7489954,-84.3879824
Plan to Plate,33.77508,-84.29575
Sloppy Floyd Cafeteria,33.7497143745193,-84.3862176673503
Instead of Flowers,33.79126,-84.42932
Alkaline Junkie,33.7750854492188,-84.2957458496094
Fresh Harvest,33.799005,-84.252044
Good Food Truck,33.820011138916,-84.3650360107422
Social Express Catering & Meal Prep by Chef Jarvis,33.7554893493652,-84.3906097412109
Eat Clean Bro,33.886263,-84.26559
On the Roll - Maine Lobster,33.8848095,-84.2645174
Monday Night Brewing,33.794817,-84.40992
Refuge Coffee Co,33.80946,-84.24039
SweetWater Brewing Company,33.8080799,-84.38119
Bento Bus,33.92628,-84.26904
DaOne Seafood,33.77255,-84.04546
Babakabab!,33.9180335998535,-84.2490386962891
Meatballerz,34.075631,-84.295515
Christophe's,33.9963111877441,-84.1642684936523
Delights by Dawn,33.7380447387695,-84.3420944213867
Georgia Tacos,33.0933074951172,-84.438606262207
Garnish & Gather,33.88596,-84.2650369
Westside Creamery Mobile Dessert Food Truck,33.68621,-84.4939
Guest Driven BBQ,33.433496,-84.179954
Fresh 'n Fit Cuisine,34.16706,-84.1825
Calyroad Creamery,33.9226787117068,-84.3800562992692
Sunshine Alchemy,33.9180335998535,-84.2490386962891
Big Smokeys BBQ & More,34.147199,-84.590073
Atlanta Ice Cream Truck,33.945013,-84.497731
Morning Glory Multi-services,33.8735,-84.50739
Bratplatz,33.886088,-84.264796
Che Butter Jonez,33.88537,-84.26475
Big C's Chicago Kitchen,34.0256690979004,-84.357421875
June's Flava,33.91831,-84.57133
Savory Bites Catering,34.0049667358398,-83.9048461914062
Donskie Delivers,33.941548,-84.366431
Yonah Mountain Vineyards,34.613734,-83.700101
Nick's Food To Go,33.7476257271798,-84.3797329408783
Green Soma Cafe,33.74998,-84.38019
Bada Bings,33.7496190990291,-84.3793352947821
Budi's Sushi,33.749657287248,-84.3788537098911
Intown Market,33.750225,-84.376934
Bada Bings,33.7496190990291,-84.3793352947821
Intown Market,33.750225,-84.376934
Carroll Street Café,33.7489815,-84.3678513
Little's Food Store and Grill,33.74923,-84.36784
Agave Restaurant,33.748041,-84.368078
JenChan's,33.7495371,-84.3679028
Carroll Street Café,33.7489815,-84.3678513
Little's Food Store and Grill,33.74923,-84.36784
JenChan's,33.7495371,-84.3679028
Sweet Cheats,33.75043,-84.36439
ParkGrounds,33.75008,-84.35452
Dyan's Food & Variety,33.7479078598433,-84.3510544877201
USA Deli,33.74775,-84.3499
Wings and Philly,33.7477341,-84.3489914
Citi Wine & Spirits,33.747397,-84.3493659
El Tesoro,33.74941011022,-84.3426381424069
Chop Shop,33.7477,-84.34262
Ann's Snack Bar,33.7472715245989,-84.3345453230149
Wyatt's Diner,33.747926,-84.333036
Zee Package Store,33.7471958,-84.334305
Wyatt's Diner,33.747926,-84.333036
Da Korner Cafe,33.74779,-84.33284
Woodi Café,33.75152,-84.4137
Burger King,33.749299,-84.404832
Paschal's,33.7495199,-84.40352
Flowers Foods,33.74982,-84.40389
Burger King,33.749299,-84.404832
Paschals Concessions,33.749521,-84.403944
ADios Cafe,33.7498012,-84.4009361
No Mas! Cantina,33.74969,-84.40089
Bottle Rocket Fine Food and Beverage,33.74969,-84.40089
Old Lady Gang,33.7497,-84.39937
Fellaship,33.7517828,-84.3992599
Smoke Ring,33.7522596,-84.3979815
Indulge Gourmet Popcorn,33.7497165,-84.3992306
Wine Shoe,33.7516029,-84.3989958
McCoughtry's,33.7497165,-84.3992306
The Empanada Shop ATL,33.75081,-84.39615
Sugar Lounge,33.75081,-84.3963
Suede Tapas Lounge,33.750816,-84.396309
Kelz Kitchen,33.75017,-84.39515
My Fair Sweets,33.75236,-84.39505
American Wing & Deli,33.7518,-84.39405
Big Daddy's Southern Cuisine,33.7520139,-84.3917585
Jamrock Restaurant,33.751754,-84.391309
Fred's Place,33.7504526,-84.3922867
Yumm Teriyaki,33.75237,-84.39222
ATL Fried Chicken,33.75237,-84.39222
Origin Market,33.75194,-84.39145
Ida's Downtown,33.752030761186,-84.3918716383372
Londons Fish N Chips,33.75237,-84.39222
Gotta Have It,33.7504194,-84.3923586
Jamaican Restaurant and Bar,33.751635,-84.389912
Qúe Spicy Ribs & Fish,33.65185546875,-84.3940124511719
Subway Restaurants,33.749419,-84.3909898
Chick-fil-A,33.74983,-84.3864226
Sloppy Floyd Cafeteria,33.7497143745193,-84.3862176673503
Willy's Mexicana Grill,33.750868,-84.385519
Waffle House,33.751233,-84.3853928
Sloppy Floyd Cafeteria,33.7497143745193,-84.3862176673503
Chick-fil-A,33.75213,-84.38217
Cafeteria,33.7516354769468,-84.3831123411655
Green Soma Cafe,33.74998,-84.38019
Bada Bings,33.7496190990291,-84.3793352947821
Budi's Sushi,33.749657287248,-84.3788537098911
Intown Market,33.750225,-84.376934
Bada Bings,33.7496190990291,-84.3793352947821
Intown Market,33.750225,-84.376934
Little's Food Store and Grill,33.74923,-84.36784
JenChan's,33.7495371,-84.3679028
Little's Food Store and Grill,33.74923,-84.36784
JenChan's,33.7495371,-84.3679028
Sweet Cheats,33.75043,-84.36439
ParkGrounds,33.75008,-84.35452
Nana G's Chicken and Waffles,33.7521169648751,-84.349675300001
Discount Meat Market,33.7522876,-84.3496979
Linkz Express,33.7522505,-84.3497896
El Tesoro,33.74941011022,-84.3426381424069
KFC,33.7537826339615,-84.417801
Woodi Café,33.75152,-84.4137
Murrell's Cafe,33.75354,-84.409265
Murrell's Cafe,33.75354,-84.409265
Rosie's Coffee Cafe,33.753566,-84.4025265
Subway Restaurants,33.7527630309543,-84.4026465666686
Rosie's Coffee Cafe,33.753566,-84.4025265
Elliott Street Deli & Pub,33.7531547546387,-84.3982315063477
Fellaship,33.7517828,-84.3992599
Smoke Ring,33.7522596,-84.3979815
Wine Shoe,33.7516029,-84.3989958
The Gavel Cafe,33.753601,-84.390145
Sojourner's Cafe South Ef10,33.752899,-84.393288
My Fair Sweets,33.75236,-84.39505
American Wing & Deli,33.7518,-84.39405
Big Daddy's Southern Cuisine,33.7520139,-84.3917585
Yumm Teriyaki,33.75237,-84.39222
Jamrock Restaurant,33.751754,-84.391309
ATL Fried Chicken,33.75237,-84.39222
Krispy krunchy chicken,33.7548346869684,-84.3907899179797
China Breeze,33.7528351,-84.3910083
Origin Market,33.75194,-84.39145
Sojourner's Cafe South Ef10,33.752899,-84.393288
Londons Fish N Chips,33.75237,-84.39222
Ida's Downtown,33.752030761186,-84.3918716383372
McDonald's,33.753826,-84.392797
Quik Mart,33.753095,-84.392094
Cajun & Grill of Underground,33.753168,-84.391817
Subway,33.753274,-84.390725
Buenos Dias Cafe,33.7538308247238,-84.3886284657338
Cafe Delight,33.753601,-84.390145
Pho King Express,33.7541175917214,-84.3886387284119
Yeung's Lotus Express,33.752519,-84.389809
China Breeze,33.7528351,-84.3910083
Rolling Reuben's,33.753601,-84.390145
Jamaican Restaurant and Bar,33.751635,-84.389912
Subway,33.753274,-84.390725
The Deli at Sheraton Atlanta,33.753601,-84.390145
Mr. Hibachi,33.7541444823,-84.3879146669546
Buenos Dias Cafe,33.7538308247238,-84.3886284657338
Panther's Den,33.75332,-84.38848
Pho King Express,33.7541175917214,-84.3886387284119
Rozina Bakehouse & Coffee,33.7542541621757,-84.3880286728077
Sivas Express,33.7538214,-84.3872109
Saxbys Coffee,33.7528683603387,-84.3863642365339
Bailey's Office,33.7530513,-84.3874813
Panda Express,33.75273517,-84.38493117
Snackology 101 Market,33.7539759,-84.3860078
Chick-fil-A,33.75278,-84.3856271
Saxbys Coffee,33.7528683603387,-84.3863642365339
Panthers Club,33.7531226879311,-84.3848915027901
Chick-fil-A,33.75213,-84.38217
Cafeteria,33.7516354769468,-84.3831123411655
Grindhouse Burgers,33.75403,-84.37986
Arepa Mia,33.754076,-84.3799669
Hecter's Kitchen,33.75413,-84.38105
Afrodish Restaurant,33.75403,-84.3798599
Panbury's Double Crust Pies,33.75403,-84.37986
Municipal Market,33.75403,-84.3798599
Sweet Auburn BBQ Curb Market,33.75403,-84.37986
Miss D's New Orleans Pralines,33.75403,-84.3798599
Metro Deli Soul Food,33.75403,-84.3798599
Friday Urban Picnic,33.75403,-84.37986
Nunn - Betta,33.7539180397477,-84.3800032078735
Just Add Honey Tea Company,33.75403,-84.3798599
Rawesome Juicery,33.75403,-84.37986
Tilapia Express,33.75403,-84.3798599
Carlo’s Pizza,33.7541671728635,-84.379697148123
Atlantic Seafood,33.75403,-84.3798599
D & J Market,33.75403,-84.3798599
Porky Pig Market,33.75403,-84.3798599
Sweet Auburn Bakery,33.75403,-84.37986
Ciao Bocca,33.75403,-84.3798599
Saturday Urban Picnic,33.75403,-84.37986
Smoothie Blender,33.75403,-84.3798599
Curb Produce,33.75403,-84.3798599
Kaffee Shoppe,33.75403,-84.3798599
Bone Lick,33.75415,-84.3769
Hungry Ghost,33.75414,-84.37639
Harold's Chicken & Ice Bar,33.75414,-84.37614
Noni's Bar & Deli,33.7541351318359,-84.3759841918945
Bone Lick,33.75415,-84.3769
Puff & Petals Lounge,33.7542551,-84.3755316
Docent Coffee + Cafe,33.75415,-84.37497
Ab Variety Store,33.7541465759277,-84.3763885498047
MOTHER,33.7541564,-84.3728806
Juiceez & Etc,33.7538833618164,-84.3742294311523
Delightful EATZ,33.754135,-84.373778
Staplehouse,33.75401,-84.3699
Chrome Yellow Trading,33.75396,-84.370983
Old 4th Distillery,33.75408,-84.37162
The Sound Table,33.754093170166,-84.3717956542969
Triple Food Store,33.7529314505086,-84.371558015195
Thumbs Up Diner,33.7541951268418,-84.3685469631947
Staplehouse,33.75401,-84.3699
Shake Shack,33.75355,-84.36557
Cold Beer,33.75355,-84.36557
Planet Bombay Indian Cuisine,33.754116,-84.366978
Shake Shack,33.75355,-84.36557
Cold Beer,33.75355,-84.36557
Nana G's Chicken and Waffles,33.7521169648751,-84.349675300001
Hodgepodge Coffeehouse,33.75338,-84.34945
Moreland Package Store,33.752993,-84.349642
krispy krunchy chicken,33.7527580111396,-84.3495952602467
Discount Meat Market,33.7522876,-84.3496979
Linkz Express,33.7522505,-84.3497896
Texaco Hop-In,33.7526792285938,-84.3495548889041
Dunkin',33.75259,-84.34888
Hodgepodge Coffeehouse,33.75338,-84.34945
The Spotted Trotter,33.753612455222,-84.3353146419091
The Spotted Trotter,33.753612455222,-84.3353146419091
Poppa Corn's Gourmet Popcorn,33.7532751,-84.3343789
Atlanta Wings,33.75445,-84.41793
Local Green Atlanta,33.755205,-84.417274
Mr Everything Cafe,33.754711771154,-84.4167327297412
The Sleepy Potato - Vine City,33.75452,-84.41637
Blue Seas Restaurant,33.75452,-84.416374
The Sleepy Potato,33.75452,-84.41637
Chick-fil-A,33.7548649,-84.4162956
KFC,33.7537826339615,-84.417801
Johnny M's Pizza Bistro,33.7545246,-84.4170432
Busy Bee Cafe,33.7544325583427,-84.4140216889549
JR Crickets Westside,33.7547004,-84.4153374
Chick-fil-A,33.7548649,-84.4162956
Busy Bee Cafe,33.7544325583427,-84.4140216889549
BTJ Wings,33.755162,-84.413051
Walmart,33.7559325,-84.4136613
Murrell's Cafe,33.75354,-84.409265
Murrell's Cafe,33.75354,-84.409265
Restaurant 10,33.75483,-84.40322
Rosie's Coffee Cafe,33.753566,-84.4025265
Molly B's,33.79388,-84.48362
Jim 'N Nick's Bar-B-Q,33.7681770324707,-84.394401550293
Rosie's Coffee Cafe,33.753566,-84.4025265
Chick-fil-A,33.755012,-84.401856
Elliott Street Deli & Pub,33.7531547546387,-84.3982315063477
The Gavel Cafe,33.753601,-84.390145
Sokome,33.7558768616391,-84.3912618979812
Krispy krunchy chicken,33.7548346869684,-84.3907899179797
Popeyes Louisiana Kitchen,33.75445,-84.391383
Jersey Mike's Subs,33.755807,-84.39107
Michael's Cafe,33.75624,-84.39146
Summit Cafeteria,33.75469,-84.39133
McDonald's,33.753826,-84.392797
Burger King,33.7548437,-84.3909235
Quik Mart,33.753095,-84.392094
Cajun & Grill of Underground,33.753168,-84.391817
Subway,33.753274,-84.390725
Blossom Tree,33.7554945955001,-84.3891076100377
The Pantry & Provisions Market,33.7559,-84.38991
Big Dave's Cheesesteaks,33.7559,-84.38991
The Taqueria on Broad,33.7557159,-84.3896504
Fish Bowl Poké,33.75552,-84.38923
Dua Vietnamese,33.7555787158321,-84.3893662792789
Buenos Dias Cafe,33.7538308247238,-84.3886284657338
Reuben's Deli,33.755639475382,-84.3892372748193
BrickStone Cafe,33.7558538,-84.3894285
Pho King Express,33.7541175917214,-84.3886387284119
Rosa's Pizza,33.7558079,-84.3895025
Best Cajun Asian,33.7555903941393,-84.3896850943565
Cafe Delight,33.753601,-84.390145
NaanStop,33.7558309,-84.3894655
Ali Baba Cafe,33.7557849,-84.3895395
Ginseng Cafe,33.7556929,-84.3896874
Kamayan ATL,33.7552947998047,-84.3892211914062
Cafe Hot Wing 11,33.7553484077212,-84.3892017016009
Cafe Lucia,33.755774,-84.389916
A Little Nauti Food Truck,33.7552947998047,-84.3892211914062
Anatolia Cafe & Hookah Lounge,33.7551416569375,-84.3892505570941
Kung Fu Tea,33.7542546,-84.3884959
Glory Dogs,33.7552947998047,-84.3892211914062
Boba Mocha,33.7553049392597,-84.3890966494201
Land Of A Thousand Hills Coffee - Flatiron,33.756015,-84.388772
Rolling Reuben's,33.753601,-84.390145
Chef Bless Amazing Cuisine,33.754487,-84.389663
Mocha Pops,33.7559589,-84.3903015
Quiznos,33.7551463955975,-84.3904541454079
Say Cheese Gourmet Cheesecakes,33.7552947998047,-84.3892211914062
FIGO Pasta,33.755838,-84.3888816
Walgreens,33.754308,-84.389366
Fluffy Flava Cotton Candy Bar,33.755711,-84.3883717
Moe's Southwest Grill,33.7557076687157,-84.3890735621011
King of Pops @ Georgia State,33.755806,-84.389194
Chops,33.753601,-84.390145
The Great American Cookie Company,33.753601,-84.390145
Arby's,33.7551869,-84.3891379
Moore Farms & Friends,33.75453,-84.38853
Sundry Shop / Atlanta Sundries,33.7551122903824,-84.3894866108894
Cleveland Style Deli,33.7547427941916,-84.390145
Atlanta Food Truck Wednesday,33.7552947998047,-84.3892211914062
Subway Restaurants,33.7558768,-84.3893915
Michaels' Deli Peachtree,33.7558309,-84.3894655
Pizza Hut,33.7555682,-84.3893535
Smoothie King,33.7560655405914,-84.3892131443038
Subway,33.753274,-84.390725
European Kitchen Express,33.7552953,-84.3892202
The Deli at Sheraton Atlanta,33.753601,-84.390145
The Kroger Company,33.7552947998047,-84.3892211914062
Subway,33.755641,-84.3890886
Mr. Hibachi,33.7541444823,-84.3879146669546
Sensational Subs,33.7543451,-84.3881983
Buenos Dias Cafe,33.7538308247238,-84.3886284657338
Rozina Bakehouse & Coffee,33.7542541621757,-84.3880286728077
Pho King Express,33.7541175917214,-84.3886387284119
Panther's Den,33.75332,-84.38848
Kamayan ATL,33.7552947998047,-84.3892211914062
A Little Nauti Food Truck,33.7552947998047,-84.3892211914062
Ébrìk Coffee Room,33.7555864,-84.3881041
Kung Fu Tea,33.7542546,-84.3884959
Weekday Cafe,33.7541598638311,-84.3886868230408
55th & Park Restaurant and Lounge,33.7558707,-84.3873261
Highland Bakery,33.755253,-84.387819
Glory Dogs,33.7552947998047,-84.3892211914062
Sivas Express,33.7538214,-84.3872109
Say Cheese Gourmet Cheesecakes,33.7552947998047,-84.3892211914062
Fluffy Flava Cotton Candy Bar,33.755711,-84.3883717
Starbucks,33.754383,-84.386793
Chops,33.753601,-84.390145
Grills & Rolls,33.7542869,-84.3879099
The Great American Cookie Company,33.753601,-84.390145
Moore Farms & Friends,33.75453,-84.38853
Atlanta Food Truck Wednesday,33.7552947998047,-84.3892211914062
Little Italy Pizza & Pasta,33.7123149633408,-84.383237734437
Bailey's Office,33.7530513,-84.3874813
Da Chicago Dogs,33.7543451,-84.3882266
The Kroger Company,33.7552947998047,-84.3892211914062
Snackology 101 Market,33.7539759,-84.3860078
Panthers Club,33.7531226879311,-84.3848915027901
Mangos Caribbean Restaurant,33.7557144165039,-84.3817825317383
Sweet-Stack Creamery,33.755248,-84.381977
Sisters  - Atlanta,33.755137484512,-84.3821878680797
Condesa Coffee,33.7553100585938,-84.3828201293945
Arden's Garden,33.7553101,-84.3828201
Moe's Southwest Grill,33.754876,-84.382076
Subway Restaurants,33.7543,-84.38162
Pizza Hut,33.755197,-84.3821369
Auburn Pizza Lounge,33.755787,-84.381622
Grindhouse Burgers,33.75403,-84.37986
Arepa Mia,33.754076,-84.3799669
O Mi Ga,33.754308,-84.379911
Hecter's Kitchen,33.75413,-84.38105
Afrodish Restaurant,33.75403,-84.3798599
Panbury's Double Crust Pies,33.75403,-84.37986
Mangos Caribbean Restaurant,33.7557144165039,-84.3817825317383
The BQE Restaurant & Lounge,33.7546,-84.37913
Municipal Market,33.75403,-84.3798599
Sweet Auburn BBQ Curb Market,33.75403,-84.37986
Miss D's New Orleans Pralines,33.75403,-84.3798599
Friday Urban Picnic,33.75403,-84.37986
Metro Deli Soul Food,33.75403,-84.3798599
Nunn - Betta,33.7539180397477,-84.3800032078735
Sweet Auburn Seafood,33.7554212913027,-84.3805495244895
Just Add Honey Tea Company,33.75403,-84.3798599
Rawesome Juicery,33.75403,-84.37986
Tilapia Express,33.75403,-84.3798599
Carlo’s Pizza,33.7541671728635,-84.379697148123
Atlantic Seafood,33.75403,-84.3798599
D & J Market,33.75403,-84.3798599
Porky Pig Market,33.75403,-84.3798599
Sweet Auburn Bakery,33.75403,-84.37986
Ciao Bocca,33.75403,-84.3798599
Pizza Hut,33.7553187,-84.3805925
Subway Restaurants,33.7543,-84.38162
Saturday Urban Picnic,33.75403,-84.37986
Smoothie Blender,33.75403,-84.3798599
Curb Produce,33.75403,-84.3798599
Sweet Auburn Bread Company,33.755646,-84.379868
Kaffee Shoppe,33.75403,-84.3798599
Auburn Pizza Lounge,33.755787,-84.381622
The BQE Restaurant & Lounge,33.7546,-84.37913
Bone Lick,33.75415,-84.3769
Rib Shack of Atlanta,33.7557067871094,-84.3777923583984
Hungry Ghost,33.75414,-84.37639
Fin & Feathers,33.75457,-84.37596
Harold's Chicken & Ice Bar,33.75414,-84.37614
Noni's Bar & Deli,33.7541351318359,-84.3759841918945
Foxx Original Jamaican Restaurant,33.75449,-84.37526
Supreme Fish Delight,33.7556458,-84.3758621
Bone Lick,33.75415,-84.3769
Fiesta Cantina,33.75457,-84.37596
Puff & Petals Lounge,33.7542551,-84.3755316
Docent Coffee + Cafe,33.75415,-84.37497
Exxon,33.7546073921333,-84.374772326585
Ab Variety Store,33.7541465759277,-84.3763885498047
Georgia Beer Garden,33.75455,-84.373885
MOTHER,33.7541564,-84.3728806
Juiceez & Etc,33.7538833618164,-84.3742294311523
Café 458 Brunch,33.75453,-84.3726
Edgewood Corner Tavern,33.754353,-84.372489
Delightful EATZ,33.754135,-84.373778
Café Circa,33.75452,-84.37239
Exxon,33.7546073921333,-84.374772326585
Edgewood Pizza,33.7544349,-84.3719299
Staplehouse,33.75401,-84.3699
Edgewood Corner Tavern,33.754353,-84.372489
Old 4th Distillery,33.75408,-84.37162
Chrome Yellow Trading,33.75396,-84.370983
The Sound Table,33.754093170166,-84.3717956542969
Café Circa,33.75452,-84.37239
Triple Food Store,33.7529314505086,-84.371558015195
LottaFrutta - Atlanta,33.756,-84.36809
Thumbs Up Diner,33.7541951268418,-84.3685469631947
Ammazza,33.754287,-84.367947
Staplehouse,33.75401,-84.3699
Guac y Margys,33.7555524120715,-84.3653237729713
Playa Bowls,33.75578,-84.365575
Ammazza,33.754287,-84.367947
Shake Shack,33.75355,-84.36557
Planet Bombay Indian Cuisine,33.754116,-84.366978
Cold Beer,33.75355,-84.36557
Butter & Cream,33.7558512163773,-84.3659331277013
Guac y Margys,33.7555524120715,-84.3653237729713
Playa Bowls,33.75578,-84.365575
Shake Shack,33.75355,-84.36557
Revolution Doughnuts,33.7544850174702,-84.3639533949551
Cold Beer,33.75355,-84.36557
BoccaLupo,33.7547495778871,-84.3628013134003
Lloyd’s Restaurant and Lounge,33.755,-84.35796
Hell Yeah Gluten Free,33.755,-84.35796
Dekalb Athletic Club,33.755,-84.35796
Hodgepodge Coffeehouse,33.75338,-84.34945
Moreland Package Store,33.752993,-84.349642
Hodgepodge Coffeehouse,33.75338,-84.34945
The Spotted Trotter,33.753612455222,-84.3353146419091
The Spotted Trotter,33.753612455222,-84.3353146419091
Poppa Corn's Gourmet Popcorn,33.7532751,-84.3343789
Local Green Atlanta,33.755205,-84.417274
Chick-fil-A,33.7548649,-84.4162956
Chick-fil-A,33.7548649,-84.4162956
BTJ Wings,33.755162,-84.413051
Walmart,33.7559325,-84.4136613
Restaurant 10,33.75483,-84.40322
Molly B's,33.79388,-84.48362
Jim 'N Nick's Bar-B-Q,33.7681770324707,-84.394401550293
Chick-fil-A,33.755012,-84.401856
Southern Roots,33.7580634902339,-84.398118903766
Pricci di fibi,33.7560901,-84.3972051
Levy Restaurants,33.7570952,-84.3971653
Fresh To Order,33.757919,-84.394777
Hudson Grille,33.7574775607951,-84.3934767477506
BurgerFi,33.7579401575518,-84.3946177249146
Latitudes Bistro & Lounge,33.7580079003385,-84.3944993242621
China Breeze,33.7573154005177,-84.3949866172088
Glenn's Kitchen,33.757,-84.39301
Chick-fil-A,33.7574957,-84.3934894
Dantanna's Downtown,33.758057,-84.395227
TJ's Sandwiches,33.7578269940735,-84.3946981430054
McCormick & Schmick's Seafood & Steaks,33.7579853,-84.3938747
Natural's,33.757881,-84.394613
Don Juan Mexican Cantina,33.757649,-84.394644
Roman Delight Pizza & Pasta,33.757768,-84.394938
Arby's,33.758087,-84.394561
Starbucks,33.757795,-84.394684
Subway Restaurants,33.757722,-84.395087
Sokome,33.7558768616391,-84.3912618979812
Just Around the Corner,33.7571550482422,-84.3926170816707
Baraka Shawarma,33.7563422479846,-84.390687742543
GreenHouse,33.75645,-84.39167
Halal American Deli,33.756209,-84.390693
Momoya Express,33.7562103,-84.3906937
Glenn's Kitchen,33.757,-84.39301
Thrive,33.7569394607425,-84.3923377990723
Jersey Mike's Subs,33.755807,-84.39107
Michael's Cafe,33.75624,-84.39146
Lucky 101,33.756209,-84.390693
Blossom Tree,33.7554945955001,-84.3891076100377
The Pantry & Provisions Market,33.7559,-84.38991
Big Dave's Cheesesteaks,33.7559,-84.38991
The Taqueria on Broad,33.7557159,-84.3896504
Dua Vietnamese,33.7555787158321,-84.3893662792789
Fish Bowl Poké,33.75552,-84.38923
Baraka Shawarma,33.7563422479846,-84.390687742543
BrickStone Cafe,33.7558538,-84.3894285
Reuben's Deli,33.755639475382,-84.3892372748193
East Wave Asian Fusion,33.756351,-84.389144
Rosa's Pizza,33.7558079,-84.3895025
NaanStop,33.7558309,-84.3894655
Aamar Indian Cuisine,33.757311,-84.389912
Ali Baba Cafe,33.7557849,-84.3895395
Best Cajun Asian,33.7555903941393,-84.3896850943565
Ginseng Cafe,33.7556929,-84.3896874
Sidebar,33.756717,-84.3899264148888
Kamayan ATL,33.7552947998047,-84.3892211914062
Cafe Lucia,33.755774,-84.389916
A Little Nauti Food Truck,33.7552947998047,-84.3892211914062
Slice Downtown,33.75691,-84.39002
Cafe Hot Wing 11,33.7553484077212,-84.3892017016009
Landmark Diner - Downtown,33.7566087737517,-84.3891067427183
Halal American Deli,33.756209,-84.390693
Mama Mia Pizza And Wings,33.7563436013313,-84.3888336725126
Downtown Deli,33.757845,-84.389945
Glory Dogs,33.7552947998047,-84.3892211914062
Momoya Express,33.7562103,-84.3906937
Anatolia Cafe & Hookah Lounge,33.7551416569375,-84.3892505570941
Land Of A Thousand Hills Coffee - Flatiron,33.756015,-84.388772
Mocha Pops,33.7559589,-84.3903015
Jimmy John's,33.75634,-84.38915
Boba Mocha,33.7553049392597,-84.3890966494201
FIGO Pasta,33.755838,-84.3888816
Rush,33.75834,-84.39043
Luckie Take-out,33.7573070801221,-84.3898798135723
Say Cheese Gourmet Cheesecakes,33.7552947998047,-84.3892211914062
Fluffy Flava Cotton Candy Bar,33.755711,-84.3883717
Quiznos,33.7551463955975,-84.3904541454079
Dunkin',33.7574234008789,-84.3889007568359
Bistro 7,33.760738,-84.387024
King of Pops @ Georgia State,33.755806,-84.389194
Moe's Southwest Grill,33.7557076687157,-84.3890735621011
Chops,33.753601,-84.390145
The Great American Cookie Company,33.753601,-84.390145
Lucky 101,33.756209,-84.390693
Moore Farms & Friends,33.75453,-84.38853
Subway Restaurants,33.7558768,-84.3893915
Arby's,33.7551869,-84.3891379
Atlanta Food Truck Wednesday,33.7552947998047,-84.3892211914062
Smoothie King,33.7560655405914,-84.3892131443038
Sundry Shop / Atlanta Sundries,33.7551122903824,-84.3894866108894
Michaels' Deli Peachtree,33.7558309,-84.3894655
Heisel's Office,33.75681,-84.38854
Starbucks,33.756643,-84.388567
Pizza Hut,33.7555682,-84.3893535
The Kroger Company,33.7552947998047,-84.3892211914062
Subway,33.755641,-84.3890886
European Kitchen Express,33.7552953,-84.3892202
Kamayan ATL,33.7552947998047,-84.3892211914062
A Little Nauti Food Truck,33.7552947998047,-84.3892211914062
Ole Reliable,33.75746,-84.386473
55th & Park Restaurant and Lounge,33.7558707,-84.3873261
Glory Dogs,33.7552947998047,-84.3892211914062
Weekday Cafe,33.7541598638311,-84.3886868230408
Ébrìk Coffee Room,33.7555864,-84.3881041
Rising Roll - Downtown Atlanta,33.756653,-84.388109
Highland Bakery,33.755253,-84.387819
Say Cheese Gourmet Cheesecakes,33.7552947998047,-84.3892211914062
Fluffy Flava Cotton Candy Bar,33.755711,-84.3883717
Quiznos,33.7572164909977,-84.3881121288055
Bistro 7,33.760738,-84.387024
Chops,33.753601,-84.390145
The Great American Cookie Company,33.753601,-84.390145
Moore Farms & Friends,33.75453,-84.38853
Atlanta Food Truck Wednesday,33.7552947998047,-84.3892211914062
Heisel's Office,33.75681,-84.38854
Little Italy Pizza & Pasta,33.7123149633408,-84.383237734437
Starbucks,33.756643,-84.388567
The Kroger Company,33.7552947998047,-84.3892211914062
Waffle House,33.7572838613447,-84.3843765945787
Subway Restaurants,33.757497,-84.384654
Kenley's,33.7563397,-84.3820851
The Original Hot Dog Factory,33.7563397,-84.3820851
Mangos Caribbean Restaurant,33.7557144165039,-84.3817825317383
Sweet-Stack Creamery,33.755248,-84.381977
Sisters  - Atlanta,33.755137484512,-84.3821878680797
Condesa Coffee,33.7553100585938,-84.3828201293945
