UC2_Literal,Report Number,Report Date,Location,Lat,Long
LARCENY-FROM VEHICLE,183650833,12/31/18,507 BISHOP ST NW,33.79257,-84.4046
LARCENY-FROM VEHICLE,183650881,12/31/18,2625 PIEDMONT RD NE,33.82678,-84.36699
LARCENY-FROM VEHICLE,183650891,12/31/18,2671 OLDKNOW DR NW,33.77204,-84.47502
LARCENY-FROM VEHICLE,183650915,12/31/18,207 PEACHTREE ST,33.76026,-84.38594
LARCENY-FROM VEHICLE,183650941,12/31/18,175 MEMORIAL DR SE,33.74679,-84.382
LARCENY-FROM VEHICLE,183651070,12/31/18,186 CENTENNIAL OLYMPIC P DR NW,33.75991,-84.39217
LARCENY-FROM VEHICLE,183651093,12/31/18,576 WOODWARD AVE SE,33.74569,-84.36864
LARCENY-FROM VEHICLE,183651248,12/31/18,768 MARIETTA ST NW,33.77331,-84.40403
LARCENY-FROM VEHICLE,183651375,12/31/18,1530 ELLSWORTH INDUSTRIAL BLVD NW,33.79686,-84.42789
LARCENY-FROM VEHICLE,183651399,12/31/18,3167 PEACHTREE RD NE,33.84031,-84.37588
LARCENY-FROM VEHICLE,183651479,12/31/18,778 DIXIE AVE NE,33.75675,-84.36207
LARCENY-FROM VEHICLE,183651494,12/31/18,3580 CAMPBELLTON RD SW,33.6899,-84.50584
LARCENY-FROM VEHICLE,183651514,12/31/18,784 COLLIER RD NW,33.8092,-84.41381
LARCENY-FROM VEHICLE,183651521,12/31/18,112 KROG ST NE @RATHBUNS,33.75644,-84.36472
LARCENY-FROM VEHICLE,183651560,12/31/18,304 OAKLAND AVE SE,33.74638,-84.37466
LARCENY-FROM VEHICLE,183651634,12/31/18,349 DECATUR ST SE,33.74993,-84.37706
LARCENY-FROM VEHICLE,183651651,12/31/18,600 VIRGINIA AVE NE,33.78151,-84.36713
LARCENY-FROM VEHICLE,183651744,12/31/18,1738 MACARTHUR BLVD NW,33.81326,-84.4448
LARCENY-FROM VEHICLE,183651938,12/31/18,1931 VENETIAN DE SW,33.71503,-84.45093
LARCENY-FROM VEHICLE,183651939,12/31/18,4279 ROSWELL RD NE,33.87121,-84.37931
LARCENY-FROM VEHICLE,183651983,12/31/18,1396 BENTEEN PARK DR SE,33.71381,-84.36123
LARCENY-FROM VEHICLE,183651996,12/31/18,255 PETERS ST SW,33.74747,-84.40182
LARCENY-FROM VEHICLE,183652078,12/31/18,1720 MARIETTA BLVD NW,33.80169,-84.43644
LARCENY-FROM VEHICLE,183652390,12/31/18,1009 MARIETTA ST,33.77941,-84.4104
LARCENY-FROM VEHICLE,183652394,12/31/18,1450 LA FRANCE ST NE,33.76066,-84.34017
LARCENY-NON VEHICLE,183651164,12/31/18,901 MARTIN L KING JR DR NW,33.7548,-84.41671
LARCENY-NON VEHICLE,183651711,12/31/18,2221 PEACHTREE RD NE,33.81509,-84.39149
ROBBERY-COMMERCIAL,183651411,12/31/18,1215 CAROLINE ST NE,33.75833,-84.34818
LARCENY-NON VEHICLE,183650902,12/31/18,1094 LORING ST SE,33.73752,-84.35157
AUTO THEFT,183650939,12/31/18,3120 CAMPBELLTON RD SW,33.69204,-84.49085
AUTO THEFT,183651013,12/31/18,2625 PIEDMONT RD NE,33.82742,-84.36532
AUTO THEFT,183651624,12/31/18,2537 PIEDMONT RD NE,33.82403,-84.36328
AUTO THEFT,183651734,12/31/18,3203 W SHADOWLAWN AVE NE,33.84317,-84.37459
AUTO THEFT,183651800,12/31/18,740 SIDNEY MARCUS BLVD NE,33.82598,-84.36335
AUTO THEFT,183650810,12/31/18,3450 ROXBORO RD NE,33.84862,-84.354
AUTO THEFT,183652102,12/31/18,976 OAKLAND DR SW,33.72827,-84.42686
ROBBERY-PEDESTRIAN,183650248,12/31/18,213 FAIRBURN RD NW,33.76136,-84.50424
ROBBERY-PEDESTRIAN,183650302,12/31/18,1212 HUFF RD NW,33.78978,-84.42557
ROBBERY-PEDESTRIAN,183651614,12/31/18,132 10TH ST NE,33.78222,-84.3829
ROBBERY-PEDESTRIAN,183652322,12/31/18,3150 ROSWELL RD NW,33.84097,-84.37929
ROBBERY-PEDESTRIAN,183652421,12/31/18,651 ROBERT ST NW,33.77283,-84.47212
ROBBERY-RESIDENCE,183652037,12/31/18,800 W MARIETTA ST NW @METROPOINTE LOFTS,33.78022,-84.41514
AGG ASSAULT,183650233,12/31/18,855 PEACHTREE ST NE,33.77798,-84.38389
AGG ASSAULT,183650349,12/31/18,2000 LAKEWOOD AVE,33.70087,-84.38725
AGG ASSAULT,183651714,12/31/18,2457 MARTIN L KING JR DR NW @HIGHTOWER PLAZA,33.7523,-84.46786
AGG ASSAULT,183652335,12/31/18,3128 WATERS RD SW,33.66882,-84.39639
AGG ASSAULT,183651401,12/31/18,3181 DONALD LEE HOLLOWELL PKWY NW ,33.78652,-84.49013
AGG ASSAULT,183652177,12/31/18,320 FAIRBURN RD SW,33.7451,-84.50858
AGG ASSAULT,183651784,12/31/18,1660 STANTON RD SW,33.70988,-84.44361
BURGLARY-RESIDENCE,183651126,12/31/18,369 MCDANIEL ST SW,33.74505,-84.40523
BURGLARY-RESIDENCE,183651179,12/31/18,2500 CENTER ST NW,33.78999,-84.47156
BURGLARY-RESIDENCE,183651216,12/31/18,902 OAKLAND DR SW,33.73048,-84.42694
BURGLARY-RESIDENCE,183651238,12/31/18,236 CHAPPELL RD NW,33.76155,-84.4337
BURGLARY-RESIDENCE,183651584,12/31/18,301 PINE ST NW,33.76793,-84.39587
BURGLARY-RESIDENCE,183651631,12/31/18,2318 EWING ST SW,33.69129,-84.52003
BURGLARY-RESIDENCE,183651697,12/31/18,426 SUNSET AVE NW,33.76624,-84.4101
BURGLARY-NONRES,183650104,12/31/18,1463 PRYOR RD SW,33.71478,-84.39413
BURGLARY-RESIDENCE,183650457,12/31/18,661 UNIVERSITY AVE SW,33.72227,-84.40929
BURGLARY-RESIDENCE,183651734,12/31/18,3203 W SHADOWLAWN AVE NE,33.84317,-84.37459
LARCENY-NON VEHICLE,183650007,12/31/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,183650683,12/31/18,1801 HOWELL MILL RD NW,33.80448,-84.41348
LARCENY-NON VEHICLE,183650689,12/31/18,50 ALABAMA ST SW,33.75194,-84.38964
LARCENY-NON VEHICLE,183651202,12/31/18,322 GLENN ST SW,33.73797,-84.39846
LARCENY-NON VEHICLE,183651244,12/31/18,3393 PEACHTREE RD NE,33.84676,-84.36212
LARCENY-NON VEHICLE,183651676,12/31/18,25 PEACHTREE ST SE,33.75445,-84.38954
LARCENY-NON VEHICLE,183651752,12/31/18,807 CASCADE AVE SW,33.73323,-84.43795
LARCENY-NON VEHICLE,183652121,12/31/18,1959 LAKEWOOD AVE SE,33.70262,-84.38491
LARCENY-NON VEHICLE,183652271,12/31/18,2020 BOLTON RD NW,33.81125,-84.47594
LARCENY-NON VEHICLE,183640968,12/30/18,1275 CAROLINE ST NE @TARGET - CAROLINE,33.75674,-84.34619
LARCENY-NON VEHICLE,183640978,12/30/18,3500 MARTIN L KING JR DR SW,33.75735,-84.50282
LARCENY-NON VEHICLE,183641374,12/30/18,3050 MARTIN L KING JR DR SW,33.75177,-84.4857
LARCENY-NON VEHICLE,183641554,12/30/18,1938 METROPOLITAN PKWY SW,33.70131,-84.40797
LARCENY-NON VEHICLE,183641655,12/30/18,25 PEACHTREE ST SE,33.75366,-84.39047
LARCENY-NON VEHICLE,183641697,12/30/18,1801 HOWELL MILL RD NW,33.80388,-84.41278
LARCENY-NON VEHICLE,183641780,12/30/18,835 MARTIN L KING JR DR NW,33.75504,-84.41457
BURGLARY-RESIDENCE,183640623,12/30/18,36 MORELAND AVE NE,33.75443,-84.34955
BURGLARY-RESIDENCE,183641085,12/30/18,3410 MOUNT GILEAD RD SW,33.69938,-84.5016
LARCENY-NON VEHICLE,183641493,12/30/18,867 PEACHTREE ST NE,33.77829,-84.38421
BURGLARY-RESIDENCE,183640277,12/30/18,1993 BENT CREEK WAY SW,33.70084,-84.46568
BURGLARY-RESIDENCE,183641024,12/30/18,2211 PANSY ST NW,33.75807,-84.45994
BURGLARY-RESIDENCE,183641735,12/30/18,1406 DESOTO AVE SW,33.71649,-84.41162
BURGLARY-RESIDENCE,183641783,12/30/18,2413 BAKER RD,33.76966,-84.46627
BURGLARY-RESIDENCE,183641864,12/30/18,1552 BEATIE AVE SW,33.71277,-84.41066
BURGLARY-RESIDENCE,183641927,12/30/18,1911 SUMTER ST NW,33.815,-84.45031
BURGLARY-RESIDENCE,183641941,12/30/18,300 MARTIN L KING JR DR SE,33.74749,-84.37762
AGG ASSAULT,183640052,12/30/18,691 UNIVERSITY AVE SW,33.72228,-84.40998
AGG ASSAULT,183641343,12/30/18,168 WESTVIEW PL SW,33.75058,-84.43442
AGG ASSAULT,183641387,12/30/18,1181 JOSEPH E BOONE BLVD NW,33.76426,-84.42637
AGG ASSAULT,183641583,12/30/18,1185 SELLS AVE SW,33.74541,-84.42646
AGG ASSAULT,183641948,12/30/18,176 FAIRBURN RD NW,33.76057,-84.50534
ROBBERY-RESIDENCE,183640505,12/30/18,2639 LAURENS CIR SW,33.70983,-84.47845
ROBBERY-PEDESTRIAN,183632114,12/30/18,1084 KATHERWOOD DR SW,33.71006,-84.42383
ROBBERY-PEDESTRIAN,183641647,12/30/18,2798 PEEK RD NW,33.77743,-84.47815
ROBBERY-PEDESTRIAN,183641835,12/30/18,1313 W PACES FERRY RD NW,33.84933,-84.43048
HOMICIDE,183640023,12/30/18,1025 SIMS AVE NW,33.78225,-84.45237
AUTO THEFT,183632026,12/30/18,1643 BARRETT DR NW ,33.80056,-84.48404
AUTO THEFT,183640202,12/30/18,3405 LENOX RD NE @TERRACE GARDEN INN,33.848,-84.35947
AUTO THEFT,183640348,12/30/18,3179 PEACHTREE RD NE @MOONDOGS,33.84103,-84.37544
AUTO THEFT,183640493,12/30/18,544 WHITEHALL ST SW,33.74275,-84.40546
AUTO THEFT,183640698,12/30/18,655 CLEVELAND AVE SW,33.6824,-84.41029
AUTO THEFT,183640769,12/30/18,2429 BOLTON RD NW,33.82065,-84.45537
AUTO THEFT,183640811,12/30/18,570 WINDSOR ST SW,33.73914,-84.3982
AUTO THEFT,183640844,12/30/18,1752 PRYOR RD SW,33.70731,-84.39674
AUTO THEFT,183640989,12/30/18,1460 ELLSWORTH INDUSTRIAL BLVD NW,33.79619,-84.42714
AUTO THEFT,183641468,12/30/18,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,33.77469,-84.36561
AUTO THEFT,183641908,12/30/18,4511 CAMPBELLTON RD SW,33.69625,-84.53567
LARCENY-NON VEHICLE,183641407,12/30/18,195 FAIRBURN,33.76126,-84.50433
LARCENY-NON VEHICLE,183641459,12/30/18,839 CLEVELAND AVE,33.68169,-84.41632
LARCENY-NON VEHICLE,183641888,12/30/18,192 PEACHTREE CENTER AVE NE,33.75942,-84.3865
LARCENY-NON VEHICLE,183640994,12/30/18,1907 METROPOLITAN PKWY SW,33.70218,-84.40817
ROBBERY-COMMERCIAL,183641195,12/30/18,1117 EUCLID AVE NE,33.76427,-84.35022
ROBBERY-PEDESTRIAN,183641731,12/30/18,2453 CORONET WAY NW,33.8209,-84.44958
LARCENY-FROM VEHICLE,183610761,12/30/18,3464 LAKESIDE DR NE,33.84853,-84.35684
LARCENY-FROM VEHICLE,183640063,12/30/18,338 PETERS ST SW,33.74552,-84.40339
LARCENY-FROM VEHICLE,183640160,12/30/18,659 PEACHTREE ST NE @GEORGIAN TERRACE,33.77258,-84.38449
LARCENY-FROM VEHICLE,183640508,12/30/18,960 CONSTITUTION RD SE,33.69307,-84.35805
LARCENY-FROM VEHICLE,183640643,12/30/18,215 NORTH AVE NE,33.77117,-84.38025
LARCENY-FROM VEHICLE,183640692,12/30/18,704 HORTENSE PL NW,33.77409,-84.44103
LARCENY-FROM VEHICLE,183640694,12/30/18,877 VICTORIA PL SW,33.73446,-84.4163
LARCENY-FROM VEHICLE,183640782,12/30/18,171 AUBURN AVE NE,33.75546,-84.38185
LARCENY-FROM VEHICLE,183640792,12/30/18,1035 FLEETWOOD CIR SW,33.73584,-84.45968
LARCENY-FROM VEHICLE,183640834,12/30/18,970 SPRING ST NW,33.78151,-84.38917
LARCENY-FROM VEHICLE,183640851,12/30/18,1545 NORTHSIDE DR NW,33.79746,-84.40773
LARCENY-FROM VEHICLE,183640860,12/30/18,3393 PEACHTREE RD NE,33.84676,-84.36212
LARCENY-FROM VEHICLE,183640897,12/30/18,2430 PIEDMONT RD NE,33.82175,-84.36792
LARCENY-FROM VEHICLE,183640908,12/30/18,2685 METROPOLITAN PKWY SW,33.68274,-84.40902
LARCENY-FROM VEHICLE,183641082,12/30/18,230 10TH ST NE,33.78187,-84.37981
LARCENY-FROM VEHICLE,183641164,12/30/18,3221 PEACHTREE RD NE,33.84218,-84.37344
LARCENY-FROM VEHICLE,183641166,12/30/18,275 BAKER ST NW,33.76171,-84.39569
LARCENY-FROM VEHICLE,183641223,12/30/18,529 LARKIN ST SW,33.74809,-84.40473
LARCENY-FROM VEHICLE,183641253,12/30/18,3655 ROSWELL RD NE,33.85547,-84.38135
LARCENY-FROM VEHICLE,183641266,12/30/18,3450 ROXBORO RD NE,33.84862,-84.354
LARCENY-FROM VEHICLE,183641308,12/30/18,17 BAKER ST NW,33.76235,-84.38819
LARCENY-FROM VEHICLE,183641318,12/30/18,2625 PIEDMONT RD NE,33.82678,-84.36699
LARCENY-FROM VEHICLE,183641435,12/30/18,1935 ALISON COUR,33.70055,-84.45149
LARCENY-FROM VEHICLE,183641487,12/30/18,1544 PIEDMONT AVE NE @PUBLIX - ANSLEY,33.79789,-84.37101
LARCENY-FROM VEHICLE,183641656,12/30/18,1209 FOUNTAIN DR,33.75268,-84.42461
LARCENY-FROM VEHICLE,183641748,12/30/18,180 WALKER ST SW,33.74964,-84.40132
LARCENY-FROM VEHICLE,183641810,12/30/18,3652 ROSWELL RD NW @LANDMARK DINER,33.85409,-84.38301
LARCENY-FROM VEHICLE,183641816,12/30/18,80 JESSE HILL JR DR NE,33.75657,-84.38034
LARCENY-FROM VEHICLE,183641903,12/30/18,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,33.79282,-84.39779
LARCENY-FROM VEHICLE,183621900,12/29/18,1991 HOWELL MILL RD,33.80944,-84.41286
LARCENY-FROM VEHICLE,183630806,12/29/18,1005 LEE ST SW,33.72724,-84.41795
LARCENY-FROM VEHICLE,183631128,12/29/18,3144 ABBEY DR SW,33.66463,-84.51095
LARCENY-FROM VEHICLE,183630135,12/29/18,1015 W MARIETTA ST NW,33.78518,-84.42022
LARCENY-FROM VEHICLE,183630141,12/29/18,CHAMBERLAIN ST SE / WILLIAM HOLMES BORDERS DR SE,33.75384,-84.37554
LARCENY-FROM VEHICLE,183630275,12/29/18,165 COURTLAND ST NE,33.75892,-84.3841
LARCENY-FROM VEHICLE,183630435,12/29/18,1888 EMERY ST NW,33.80701,-84.41444
LARCENY-FROM VEHICLE,183630658,12/29/18,1356 GIDEONS DR SW,33.75203,-84.43194
LARCENY-FROM VEHICLE,183630676,12/29/18,1390 NORTHSIDE DR NW,33.79259,-84.40878
LARCENY-FROM VEHICLE,183630680,12/29/18,776 AZALIA STREET SW,33.7338,-84.41896
LARCENY-FROM VEHICLE,183630849,12/29/18,255 COURTLAND ST NE @HILTON HOTEL,33.76157,-84.38314
LARCENY-FROM VEHICLE,183630960,12/29/18,1735 DEFOOR PL NW,33.80224,-84.42161
LARCENY-FROM VEHICLE,183631009,12/29/18,1663 N ROCK SPRINGS RD NE,33.80005,-84.36242
LARCENY-FROM VEHICLE,183631011,12/29/18,2833 KATHRYN CIR SW,33.67708,-84.51022
LARCENY-FROM VEHICLE,183631435,12/29/18,590 CASCADE AVE SW @KROGER - CASCADE,33.73812,-84.43276
LARCENY-FROM VEHICLE,183631585,12/29/18,134 HOWELL ST NE,33.75796,-84.37017
LARCENY-FROM VEHICLE,183631594,12/29/18,634 WHITEHALL ST SW,33.74179,-84.40844
LARCENY-FROM VEHICLE,183631632,12/29/18,488 NELSON ST SW,33.7503,-84.40356
LARCENY-FROM VEHICLE,183631761,12/29/18,493 MAGNOLIA ST NW,33.7583,-84.40401
LARCENY-FROM VEHICLE,183631837,12/29/18,1735 DEFOOR PL NW,33.80224,-84.42161
LARCENY-FROM VEHICLE,183631849,12/29/18,1075 PEACHTREE ST NE,33.78363,-84.38295
LARCENY-FROM VEHICLE,183631859,12/29/18,2235 DEFOOR HILLS RD NW,33.81634,-84.43376
LARCENY-FROM VEHICLE,183631869,12/29/18,1950 HOWELL MILL RD NW,33.80838,-84.41356
LARCENY-FROM VEHICLE,183631924,12/29/18,1738 MACARTHUR BLVD NW,33.81326,-84.4448
LARCENY-FROM VEHICLE,183631956,12/29/18,2050 SYLVAN RD SW,33.69852,-84.41798
LARCENY-FROM VEHICLE,183632103,12/29/18,2233 PEACHTREE RD NE,33.8153,-84.39131
LARCENY-FROM VEHICLE,183531964,12/29/18,2770 LENOX RD NE,33.83092,-84.35683
LARCENY-NON VEHICLE,183631667,12/29/18,10TH ST NE / PEACHTREE ST NE,33.78171,-84.38401
LARCENY-NON VEHICLE,183630929,12/29/18,1528 RALPH D ABERNATHY BLVD SW,33.74302,-84.4376
LARCENY-NON VEHICLE,183630246,12/29/18,3500 PEACHTREE RD NE,33.85252,-84.36116
LARCENY-NON VEHICLE,183630603,12/29/18,216 Peachtree St NE,33.76342,-84.42645
LARCENY-NON VEHICLE,183631187,12/29/18,119 LEBRUN ROAD,33.86045,-84.38339
LARCENY-NON VEHICLE,183631601,12/29/18,2284 CHESHIRE BRIDGE RD NE,33.81757,-84.35207
AUTO THEFT,183630239,12/29/18,2195 MONROE DR NE,33.81062,-84.37139
AUTO THEFT,183630257,12/29/18,LARKIN ST SW / WALKER ST SW,33.74796,-84.4028
AUTO THEFT,183630571,12/29/18,1048 WEST AVE SW,33.72608,-84.39561
AUTO THEFT,183630752,12/29/18,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,33.84911,-84.37075
AUTO THEFT,183630802,12/29/18,3405 LENOX RD ,33.848,-84.35947
AUTO THEFT,183630935,12/29/18,3405 LENOX RD ,33.848,-84.35947
AUTO THEFT,183631137,12/29/18,3405 LENOX RD ,33.848,-84.35947
AUTO THEFT,183631272,12/29/18,3097 MAPLE DR NE,33.83977,-84.37198
AUTO THEFT,183631592,12/29/18,238 HOLDERNESS ST SW,33.7482,-84.42625
AUTO THEFT,183631798,12/29/18,3030 HEADLAND DR SW,33.68841,-84.48742
AUTO THEFT,183631883,12/29/18,1065 PEACHTREE ST NE,33.78363,-84.38295
AUTO THEFT,183631936,12/29/18,3040 PIEDMONT RD NE,33.8379,-84.36906
AUTO THEFT,183621514,12/29/18,2251 MARIETTA BLVD NW,33.81831,-84.44881
ROBBERY-PEDESTRIAN,183630123,12/29/18,781 CENTRAL AVE SW,33.73366,-84.39363
ROBBERY-PEDESTRIAN,183631360,12/29/18,4511 CAMPBELLTON RD SW,33.69625,-84.53567
ROBBERY-PEDESTRIAN,183631897,12/29/18,3376 LAKE VALLEY RD NW,33.76397,-84.49825
ROBBERY-RESIDENCE,183621764,12/29/18,800 W MARIETTA ST NW,33.78022,-84.41514
AGG ASSAULT,183630199,12/29/18,CAMPBELLTON RD SW / BENT CREEK WAY SW,33.70378,-84.46667
AGG ASSAULT,183631903,12/29/18,1975 NORTH AVE NW,33.76879,-84.45246
AGG ASSAULT,183632021,12/29/18,200 CLEVELAND AVE SW,33.68081,-84.39492
AGG ASSAULT,183630099,12/29/18,532 CLEVELAND AVE SW,33.68116,-84.4059
AGG ASSAULT,183631996,12/29/18,1134 REGIS RD SE,33.6905,-84.35158
AGG ASSAULT,183632029,12/29/18,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,33.74852,-84.39636
BURGLARY-RESIDENCE,183631611,12/29/18,3236 SPREADING OAK DR SW,33.73064,-84.49409
BURGLARY-RESIDENCE,183631965,12/29/18,731 STOKESWOOD AVE SE,33.73416,-84.345
BURGLARY-NONRES,183630156,12/29/18,3163 ROSWELL RD NE,33.84144,-84.37828
BURGLARY-RESIDENCE,183631615,12/29/18,532 CLEVELAND AVE SW,33.68116,-84.4059
LARCENY-NON VEHICLE,183631173,12/29/18,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,33.79282,-84.39779
LARCENY-NON VEHICLE,183630241,12/29/18,1860 MEMORIAL DR SE,33.74774,-84.32665
LARCENY-NON VEHICLE,183630864,12/29/18,1544 PIEDMONT AVE NE @ANSLEY MALL,33.79789,-84.37101
LARCENY-NON VEHICLE,183630879,12/29/18,1275 CAROLINE ST NE @TARGET - CAROLINE,33.75674,-84.34619
LARCENY-NON VEHICLE,183630894,12/29/18,1938 METROPOLITAN PKWY SW,33.70131,-84.40797
LARCENY-NON VEHICLE,183631044,12/29/18,516 LEE ST SW,33.74087,-84.41346
LARCENY-NON VEHICLE,183631131,12/29/18,186 COURTLAND ST NE,33.75939,-84.38431
LARCENY-NON VEHICLE,183631572,12/29/18,3440 PEACHTREE RD NE,33.85166,-84.36235
LARCENY-NON VEHICLE,183620883,12/28/18,2275 MARIETTA BLVD NW,33.81857,-84.4498
LARCENY-NON VEHICLE,183620891,12/28/18,2841 GREENBRIAR PARKWAY,33.68677,-84.49773
LARCENY-NON VEHICLE,183620926,12/28/18,835 MARTIN LUTHER KING JR DR NW ,33.75504,-84.41457
LARCENY-NON VEHICLE,183621550,12/28/18,565 JOSEPH E LOWERY BLVD SW,33.73969,-84.41828
LARCENY-NON VEHICLE,183621861,12/28/18,535 LEE ST,33.74042,-84.41435
BURGLARY-RESIDENCE,183620816,12/28/18,681 UNIVERSITY AVE SW,33.72227,-84.40975
BURGLARY-RESIDENCE,183621897,12/28/18,3378 GREENBRIAR PKWY SW,33.68387,-84.50204
BURGLARY-NONRES,183620086,12/28/18,51 ELLIOTT ST SW,33.75322,-84.39821
BURGLARY-NONRES,183620705,12/28/18,239 WALKER ST SW,33.7483,-84.40292
BURGLARY-NONRES,183620998,12/28/18,955 HANK AARON DR SW,33.72851,-84.38832
BURGLARY-RESIDENCE,183620121,12/28/18,2735 SANTA BARBARA DR NW,33.7667,-84.47528
BURGLARY-RESIDENCE,183620238,12/28/18,633 SANDYS LN SE,33.67067,-84.3684
BURGLARY-RESIDENCE,183620868,12/28/18,643 CENTER HILL AVE NW,33.77258,-84.46368
BURGLARY-RESIDENCE,183621206,12/28/18,1788 MOORES MILL RD NW,33.8245,-84.44596
BURGLARY-RESIDENCE,183621406,12/28/18,237 SUNSET AVE NW,33.76106,-84.40971
ROBBERY-COMMERCIAL,183620653,12/28/18,1938 METROPOLITAN PKWY SW,33.70131,-84.40797
ROBBERY-PEDESTRIAN,183621934,12/28/18,898 MCDANIEL ST SW,33.73041,-84.40144
AUTO THEFT,183621696,12/28/18,2251 MARIETTA BLVD NW,33.81831,-84.44881
AUTO THEFT,183621704,12/28/18,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,33.68677,-84.49773
AUTO THEFT,183621977,12/28/18,245 AMAL DR SW,33.70612,-84.39573
AUTO THEFT,183621985,12/28/18,2225 CHESHIRE BRIDGE RD NE,33.81592,-84.35224
AUTO THEFT,183620060,12/28/18,1176 CHATTAHOOCHEE AVE NW,33.80058,-84.42561
AUTO THEFT,183620376,12/28/18,490 FAIRBURN RD SW,33.74107,-84.50997
AUTO THEFT,183620639,12/28/18,2800 MARTIN LUTHER KING JR DRIVE SW,33.75431,-84.4793
AUTO THEFT,183620812,12/28/18,1982 BREWER BLVD SW,33.70034,-84.41168
AUTO THEFT,183620849,12/28/18,3200 STONE RD SW,33.6697,-84.49403
AUTO THEFT,183621363,12/28/18,2079 BAKER RD NW,33.77044,-84.45581
LARCENY-NON VEHICLE,183620552,12/28/18,166 ARTHUR LANGFORD WB PKWY SW ,33.69851,-84.39315
LARCENY-NON VEHICLE,183621059,12/28/18,1493 WILLIS MILL RD SW,33.7151,-84.46897
LARCENY-NON VEHICLE,183621219,12/28/18,2044 LENOX RD NE,33.81074,-84.35222
ROBBERY-PEDESTRIAN,183621998,12/28/18,811 JUNIPER ST NE @PYSC INST OF ATLANT,33.77651,-84.38245
LARCENY-NON VEHICLE,183620534,12/28/18,1220 MECASLIN ST NW,33.78791,-84.39991
LARCENY-NON VEHICLE,183620898,12/28/18,766 W PEACHTREE ST NW,33.77559,-84.38776
LARCENY-NON VEHICLE,183620955,12/28/18,1058 HOWELL MILL RD NW,33.78345,-84.4119
LARCENY-NON VEHICLE,183621069,12/28/18,2860 OLDKNOW DR NW,33.77158,-84.48134
LARCENY-NON VEHICLE,183621579,12/28/18,1131 HUBBARD ST SW,33.72388,-84.40253
LARCENY-NON VEHICLE,183621768,12/28/18,2379 SPRINGDALE CIR SW,33.68993,-84.41585
LARCENY-FROM VEHICLE,183620007,12/28/18,2345 CHESHIRE BRIDGE RD NE,33.78063,-84.36828
LARCENY-FROM VEHICLE,183620045,12/28/18,752 N HIGHLAND AVE NE,33.77498,-84.35291
LARCENY-FROM VEHICLE,183620078,12/28/18,782 PEACHTREE ST NE,33.77585,-84.38505
LARCENY-FROM VEHICLE,183620144,12/28/18,1438 N MORNINGSIDE DR NE,33.7936,-84.3582
LARCENY-FROM VEHICLE,183620505,12/28/18,360 PHARR RD NE,33.83752,-84.37574
LARCENY-FROM VEHICLE,183620570,12/28/18,1101 JUNIPER ST NE,33.78465,-84.3821
LARCENY-FROM VEHICLE,183620575,12/28/18,741 MOROSGO DR NE,33.82266,-84.3643
LARCENY-FROM VEHICLE,183620624,12/28/18,1246 GLENWOOD AVE,33.74036,-84.34687
LARCENY-FROM VEHICLE,183620683,12/28/18,570 SPRING ST NW,33.77028,-84.38939
LARCENY-FROM VEHICLE,183620689,12/28/18,210 PEACHTREE ST NW @PEACHTREE PLAZA HOT,33.75943,-84.38837
LARCENY-FROM VEHICLE,183620726,12/28/18,180 WALKER ST SW,33.74964,-84.40132
LARCENY-FROM VEHICLE,183620738,12/28/18,31 BAKER ST NW,33.76257,-84.38867
LARCENY-FROM VEHICLE,183620785,12/28/18,968 MEMORIAL DR SE,33.74676,-84.35595
LARCENY-FROM VEHICLE,183620821,12/28/18,1860 PEACHTREE RD NW,33.80586,-84.39439
LARCENY-FROM VEHICLE,183620842,12/28/18,1910 MACARTHUR BLVD NW,33.81271,-84.44993
LARCENY-FROM VEHICLE,183620884,12/28/18,826 MARIETTA ST NW,33.77477,-84.4067
LARCENY-FROM VEHICLE,183620890,12/28/18,2108 OLD GEORGIAN TER NW,33.8131,-84.48174
LARCENY-FROM VEHICLE,183620893,12/28/18,3215 CAINS HILL PL NW,33.84233,-84.38044
LARCENY-FROM VEHICLE,183620907,12/28/18,283 CARLYLE PARK DR NE,33.76053,-84.33699
LARCENY-FROM VEHICLE,183620947,12/28/18,1071 HOWELL MILL RD NW,33.78412,-84.41124
LARCENY-FROM VEHICLE,183620958,12/28/18,1480 CHATTAHOOCHEE AVE NW ,33.80809,-84.4361
LARCENY-FROM VEHICLE,183621017,12/28/18,1341 COLLIER RD NW,33.81154,-84.43164
LARCENY-FROM VEHICLE,183621032,12/28/18,1356 CHATTAHOOCHEE AVE NW,33.79826,-84.42811
LARCENY-FROM VEHICLE,183621045,12/28/18,3714 ROSWELL RD NE,33.85821,-84.3827
LARCENY-FROM VEHICLE,183621088,12/28/18,1587 HOWELL MILL RD ,33.7996,-84.41601
LARCENY-FROM VEHICLE,183621134,12/28/18,490 WHITEHALL ST SW,33.74348,-84.40341
LARCENY-FROM VEHICLE,183621184,12/28/18,1400 DONALD LEE HOLLOWELL PKWY NW,33.77125,-84.43359
